CNTYVTD,VTDKEY,Voter_Registration,Turnout,Spanish_Surname_Voter_Registration,Spanish_Surname_Turnout
"4393728",8404,2702,2149,83,0.0287303058387396
"4393729",8405,774,534,90,0.121387283236994
"4393732",8406,1924,1524,174,0.0914866581956798
"4393735",8407,1362,1112,56,0.0324616771866546
"4393750",8408,0,0,0,0
"4393757",8409,0,0,0,0
"4393759",8410,0,0,0,0
"4393822",8411,0,0,0,0
"4393826",8412,0,0,0,0
"4394006",8413,992,625,102,0.112
"4394016",8414,1572,1209,109,0.0603305785123967
"4394017",8415,3137,1525,1796,0.579370395177495
"4394018",8416,1195,733,220,0.165277777777778
"4394020",8417,1873,1020,395,0.204523107177974
"4394042",8418,1423,772,354,0.233333333333333
"4394044",8419,3949,2914,537,0.128924515698063
"4394045",8420,2679,2056,210,0.0758317025440313
"4394046",8421,2714,1944,154,0.0521042084168337
"4394047",8422,3735,2492,237,0.0641985033477747
"4394048",8423,779,365,595,0.756830601092896
"4394050",8424,1539,742,873,0.547066848567531
"4394051",8425,17,7,6,0.5
"4394053",8426,1425,901,309,0.201793721973094
"4394057",8427,788,630,49,0.0668789808917197
"4394060",8428,2195,1567,446,0.169103623649078
"4394065",8429,4038,3021,406,0.0884265279583875
"4394067",8430,1355,729,1118,0.867123287671233
"4394068",8431,1355,685,1101,0.820740740740741
"4394069",8432,1886,1476,141,0.0739744451916611
"4394070",8433,2377,1685,333,0.129970326409496
"4394073",8434,542,334,81,0.132352941176471
"4394077",8435,262,220,21,0.0601851851851852
"4394086",8436,2455,2035,111,0.037506088650755
"4394087",8437,543,282,464,0.865942028985507
"4394091",8438,2831,1758,573,0.183266932270916
"4394092",8439,941,456,788,0.825327510917031
"4394093",8440,1964,1009,1565,0.807385229540918
"4394096",8441,1133,865,189,0.1463133640553
"4394097",8442,1134,663,681,0.546686746987952
"4394101",8443,1327,754,575,0.391711229946524
"4394102",8444,1216,674,423,0.357034795763994
"4394107",8445,1031,546,746,0.740671641791045
"4394110",8446,993,574,792,0.80977312390925
"4394113",8447,419,250,63,0.108786610878661
"4394115",8448,619,534,2,0.00574712643678161
"4394116",8449,2126,1724,117,0.0558495002939447
"4394118",8450,1387,947,103,0.0602284527518172
"4394121",8451,2677,1667,820,0.273809523809524
"4394122",8452,1773,801,1379,0.781012658227848
"4394123",8453,1922,894,1538,0.807037457434733
"4394124",8454,1154,932,168,0.13048128342246
"4394125",8455,682,354,270,0.3810888252149
"4394128",8456,3458,1996,611,0.158237356034051
"4394129",8457,1109,939,51,0.0435233160621762
"4394130",8458,2427,2074,66,0.0273381294964029
"4394135",8459,1378,929,228,0.149122807017544
"4394136",8460,2678,1591,728,0.240050536955148
"4394137",8461,1415,1123,78,0.0485865724381625
"4394138",8462,1121,537,452,0.36468330134357
"4394141",8463,3142,1885,536,0.151547491995731
"4394144",8464,1746,1199,277,0.136363636363636
"4394155",8465,2673,1426,1684,0.631844380403458
"4394159",8466,1895,1097,559,0.274134790528233
"4394162",8467,650,383,276,0.434903047091413
"4394163",8468,1221,1019,75,0.0571428571428571
"4394178",8469,3370,2286,290,0.0624175824175824
"4394179",8470,1476,889,296,0.203196347031963
"4394182",8471,3088,2399,171,0.0541561712846348
"4394191",8472,1411,916,315,0.195909580193757
"4394195",8473,1389,752,1052,0.770557029177719
"4394201",8474,1084,590,928,0.899293286219081
"4394202",8475,1767,1064,808,0.435559736594544
"4394203",8476,2615,1346,403,0.147280966767372
