CNTYVTD,VTDKEY,BidenD_20G_President,TrumpR_20G_President,JorgensenL_20G_President,HawkinsG_20G_President,Write-InW_20G_President
"2150052",5595,1298,1028,10,8,0
"2150053",5596,946,643,9,4,0
"2150054",5597,595,532,3,1,0
"2150055",5598,844,463,2,8,1
"2150056",5599,924,473,7,8,0
"2150057",5600,270,158,2,3,0
"2150058",5601,1110,767,7,4,0
"2150059",5602,764,488,6,8,0
"2150060",5603,1058,722,13,1,0
"2150061",5604,674,400,12,7,0
"2150062",5605,889,842,11,1,1
"2150063",5606,224,141,2,0,0
"2150064",5607,714,479,9,6,0
"2150065",5608,841,585,6,4,0
"2150066",5609,457,208,3,1,0
"2150067",5610,847,532,9,6,0
"2150068",5611,994,802,11,6,0
"2150069",5612,993,827,2,1,0
"2150070",5613,535,355,3,2,0
"2150071",5614,56,33,0,0,0
"2150072",5615,500,298,3,2,0
"2150073",5616,983,981,7,5,1
"2150074",5617,329,279,4,2,0
"2150075",5618,18,32,0,0,0
"2150076",5619,3,13,0,0,0
"2150077",5620,630,430,3,15,0
"2150078",5621,666,505,3,5,0
"2150079",5622,485,245,4,6,1
"2150080",5623,310,248,5,1,0
"2150081",5624,785,568,6,5,0
"2150082",5625,1,4,0,0,0
"2150083",5626,1317,1333,12,5,0
"2150084",5627,853,639,9,5,0
"2150085",5628,1175,693,11,6,0
"2150086",5629,215,176,3,0,0
"2150087",5630,348,210,2,0,0
"2150088",5631,762,458,9,4,0
"2150089",5632,5,1,0,0,0
"2150090",5633,1703,758,6,7,0
"2150091",5634,289,236,6,7,0
"2150092",5635,88,60,2,2,0
"2150093",5636,58,65,2,1,0
"2150094",5637,677,459,7,5,1
"2150095",5638,1250,712,7,6,0
"2150096",5639,990,826,17,5,0
"2150097",5640,806,476,8,7,2
"2150098",5641,1242,784,7,13,1
"2150099",5642,877,653,13,4,0
"2150100",5643,835,762,10,8,0
"2150101",5644,209,292,2,2,0
"2150102",5645,320,409,2,1,0
"2150103",5646,992,902,12,8,1
"2150104",5647,834,612,8,1,0
"2150105",5648,1185,825,10,9,0
"2150106",5649,996,753,16,2,0
"2150107",5650,865,486,10,5,0
"2150108",5651,782,334,7,3,0
"2150109",5652,1091,534,9,9,0
"2150110",5653,404,202,7,1,1
"2150111",5654,799,623,7,11,0
"2150112",5655,593,250,7,7,0
"2150113",5656,1361,1017,13,11,0
"2150114",5657,1243,1154,14,4,0
"2150115",5658,930,512,8,9,0
"2150116",5659,690,442,6,3,0
"2150117",5660,903,619,10,7,0
"2150118",5661,712,531,6,6,0
"2150119",5662,479,222,5,1,0
"2150120",5663,757,436,5,9,3
"2150121",5664,63,28,1,1,0
"2150122",5665,785,582,11,8,0
"2150123",5666,351,222,4,1,1
"2150124",5667,503,412,10,2,0
"2150125",5668,309,219,4,1,0
"2150126",5669,543,421,3,6,1
"2150127",5670,378,189,2,5,0
"2150128",5671,712,455,4,5,0
"2150129",5672,46,68,0,0,0
"2150130",5673,348,359,2,1,0
"2150131",5674,10,4,0,0,0
"2150132",5675,343,160,0,3,0
"2150133",5676,33,36,0,0,0
"2150134",5677,848,851,12,6,0
"2150135",5678,604,438,10,3,0
"2150136",5679,588,422,8,3,0
"2150137",5680,12,14,0,0,0
"2150138",5681,142,67,0,2,0
"2150139",5682,146,76,1,0,0
"2150140",5683,5,1,0,0,0
"2150141",5684,35,18,2,0,0
"2150142",5685,621,440,8,1,0
"2150143",5686,1094,754,14,4,2
"2150144",5687,12,11,1,1,0
"2150145",5688,293,247,9,1,0
"2150146",5689,621,336,10,9,0
"2150147",5690,47,40,1,0,0
"2150148",5691,32,14,1,0,0
"2150149",5692,35,12,0,0,0
"2150150",5693,404,307,3,4,0
"2150151",5694,1200,936,14,4,0
"2150152",5695,880,672,6,1,2
"2150153",5696,112,59,0,0,0
"2150154",5697,813,516,4,3,0
"2150155",5698,216,127,0,2,0
"2150156",5699,616,325,6,9,0
"2150157",5700,432,260,2,4,0
"2150158",5701,1131,832,20,5,1
"2150159",5702,188,87,2,3,0
"2150160",5703,137,113,0,0,0
"2150161",5704,743,506,5,5,0
"2150162",5705,221,213,4,0,0
"2150163",5706,822,493,6,2,0
"2150164",5707,652,665,8,7,0
"2150165",5708,243,240,1,2,0
"2150166",5709,195,180,3,1,0
"2150167",5710,173,226,4,2,0
"2150168",5711,124,67,1,2,0
"2150169",5712,148,135,2,4,0
"2150170",5713,252,206,1,3,0
"2150171",5714,6,5,0,0,0
"2150172",5715,13,11,0,0,0
"2150173",5716,434,396,6,2,0
"2150174",5717,294,175,6,2,0
"2150175",5718,427,254,2,2,1
"2150176",5719,402,248,2,3,0
"2150177",5720,207,149,2,2,0
"2150178",5721,5,12,0,0,0
"2150179",5722,129,82,1,0,0
"2150180",5723,62,36,4,0,0
"2150181",5724,238,375,1,0,0
"2150182",5725,276,154,6,2,0
"2150183",5726,811,509,10,2,0
"2150184",5727,14,13,0,0,0
"2150185",5728,0,0,0,0,0
"2150186",5729,75,28,1,2,0
"2150187",5730,790,645,7,4,0
"2150188",5731,684,617,0,5,0
"2150189",5732,230,123,1,0,0
"2150190",5733,165,127,0,1,0
"2150191",5734,176,128,1,1,0
"2150192",5735,140,114,1,1,0
"2150193",5736,186,124,3,0,0
"2150194",5737,614,636,5,2,0
"2150195",5738,254,388,5,1,0
"2150196",5739,285,239,5,1,0
"2150197",5740,259,217,0,0,0
"2150198",5741,204,195,3,1,0
"2150199",5742,927,796,7,4,0
"2150200",5743,885,667,10,6,1
"2150201",5744,471,373,1,1,0
"2150202",5745,249,318,0,2,0
"2150203",5746,1547,1074,18,8,1
"2150204",5747,191,189,3,1,0
"2150205",5748,78,45,0,0,0
"2150206",5749,462,296,4,1,0
"2150207",5750,938,709,6,3,0
"2150208",5751,26,13,0,0,0
"2150209",5752,408,246,5,5,0
"2150210",5753,124,115,0,1,1
"2150211",5754,90,109,2,0,0
"2150212",5755,574,381,3,3,0
"2150213",5756,62,37,2,0,0
"2150214",5757,759,424,7,7,1
"2150215",5758,388,321,6,3,0
"2150216",5759,601,317,2,4,0
"2150217",5760,60,36,0,1,0
"2150218",5761,288,202,0,0,0
"2150219",5762,368,280,2,2,0
"2150220",5763,206,137,2,1,0
"2150221",5764,422,375,7,2,0
"2150222",5765,1,8,0,0,0
"2150223",5766,172,201,1,0,0
"2150224",5767,78,104,0,1,0
"2150225",5768,115,43,1,0,0
"2150226",5769,822,639,7,8,0
"2150227",5770,1078,612,14,15,0
"2150228",5771,501,331,5,5,1
"2150229",5772,296,217,4,3,0
"2150230",5773,332,354,5,1,0
"2150231",5774,95,87,0,0,0
"2150232",5775,402,234,7,4,0
"2150233",5776,0,0,0,0,0
"2150234",5777,726,530,13,9,0
"2150235",5778,91,93,2,0,0
"2150236",5779,149,150,0,1,0
"2150237",5780,350,180,2,3,0
"2150238",5781,37,49,0,0,0
"2150239",5782,696,611,12,4,0
"2150240",5783,299,224,5,2,0
"2150241",5784,137,84,3,0,0
"2150242",5785,11,9,0,0,0
"2150243",5786,27,31,0,0,0
"2150244",5787,257,182,5,0,0
"2150245",5788,106,52,0,1,0
"2150246",5789,2,0,0,0,0
"2150247",5790,65,34,0,1,0
"2150248",5791,16,10,0,0,0
"2150249",5792,150,88,1,0,0
"2150250",5793,46,27,0,0,0
"2150251",5794,6,0,0,0,0
"2150252",5795,5,6,0,0,0
"2150253",5796,136,99,3,2,0
"2150254",5797,675,505,8,2,1
"2150255",5798,76,72,2,0,0
"2150256",5799,102,140,1,0,0
"2150257",5800,184,120,3,1,0
"2150258",5801,6,4,0,0,0
"2150259",5802,265,187,5,2,0
"2170001",5803,281,869,9,3,0
"2170002",5804,200,1381,13,1,0
"2170003",5805,323,293,10,2,0
"2170004",5806,253,1309,7,5,0
"2170005",5807,108,833,5,0,0
"2170006",5808,250,756,11,1,0
"2170007",5809,126,586,7,2,0
"2170008",5810,247,1330,5,1,0
"2170009",5811,186,715,9,2,0
"2170010",5812,329,1142,23,2,0
"2170011",5813,82,432,4,0,0
"2170012",5814,219,853,6,5,0
"2170013",5815,256,1427,10,2,0
"2190011",5816,39,225,1,0,0
"2190014",5817,83,506,7,1,0
"2190015",5818,40,267,2,1,1
"2190016",5819,200,1194,9,0,0
"2190021",5820,245,968,5,3,2
"2190024",5821,71,487,8,2,0
"2190032",5822,271,880,9,1,0
"2190033",5823,5,67,0,0,0
"2190035",5824,19,78,2,1,0
"2190036",5825,78,131,3,0,1
"2190043",5826,24,187,1,0,1
"2190044",5827,126,389,3,1,0
"2190045",5828,210,794,5,6,1
"2190046",5829,71,363,6,0,1
"2210101",5830,323,1234,15,3,4
"2210103",5831,411,1733,18,5,3
"2210105",5832,217,1507,14,6,2
"2210107",5833,67,628,8,2,2
"2210112",5834,226,963,11,9,0
"2210202",5835,529,2002,36,6,4
"2210211",5836,266,1151,13,4,4
"2210216",5837,468,2306,23,2,4
"2210218",5838,366,1841,19,4,5
"2210310",5839,316,1617,23,8,3
"2210313",5840,402,1934,18,7,4
"2210314",5841,539,2211,24,3,6
"2210317",5842,269,1396,19,6,5
"2210404",5843,304,1139,14,2,3
"2210408",5844,390,1863,18,2,6
"2210409",5845,547,2863,40,3,8
"2210415",5846,61,284,6,1,0
"2230001",5847,302,1237,15,2,1
"2230002",5848,328,1050,13,5,1
"2230003",5849,316,911,9,3,0
"2230004",5850,161,842,12,2,0
"2230005",5851,51,339,2,1,0
"2230008",5852,40,172,2,0,0
"2230011",5853,90,453,2,1,0
"2230012",5854,24,200,0,0,0
"2230013",5855,130,548,5,3,0
"2230014",5856,105,631,8,1,0
"2230016",5857,81,754,2,2,0
"2230017",5858,142,742,9,2,0
"223001A",5859,180,674,7,1,0
"2230020",5860,53,387,4,0,0
"2230023",5861,25,205,4,0,0
"2230024",5862,65,493,3,2,0
"2230025",5863,41,269,2,0,0
"223002A",5864,334,410,11,3,0
"2230036",5865,75,613,5,1,0
"223003A",5866,237,864,13,1,0
"223004A",5867,266,925,15,1,0
"2250001",5868,290,469,3,1,0
"2250002",5869,276,705,4,1,3
"2250003",5870,528,324,5,0,2
"2250004",5871,355,888,11,0,2
"2250005",5872,125,833,6,1,1
"2250006",5873,190,588,9,0,0
"2250007",5874,67,573,3,1,0
"2250008",5875,44,245,2,0,0
"2250009",5876,22,341,0,0,0
"2250010",5877,39,177,0,0,1
"2250011",5878,12,93,2,0,0
"2250012",5879,15,91,0,0,0
"2250014",5880,20,168,1,0,0
"2250015",5881,42,155,2,1,0
"2250016",5882,17,204,4,0,1
"2250017",5883,11,220,1,0,1
"2250018",5884,41,90,0,0,0
"2250019",5885,106,374,1,2,0
"2250020",5886,13,154,0,0,0
"2250021",5887,58,209,1,0,0
"2250022",5888,43,159,1,0,0
"2270011",5889,237,308,5,2,0
"2270012",5890,167,178,3,2,0
"2270013",5891,80,152,4,2,0
"2270014",5892,20,80,0,0,0
"2270016",5893,26,60,3,0,0
"2270024",5894,65,275,4,0,0
"2270025",5895,177,641,5,1,0
"2270026",5896,52,171,4,2,0
"2270032",5897,18,49,0,0,0
"2270033",5898,215,754,6,3,0
"2270034",5899,236,647,10,5,0
"2270035",5900,38,154,3,0,0
"2270037",5901,0,0,0,0,0
"2270042",5902,84,207,6,1,0
"2270045",5903,114,473,5,1,0
"2270046",5904,152,369,8,0,0
"2270103",5905,16,90,1,0,0
"2270104",5906,4,85,1,0,0
"2270105",5907,0,0,0,0,0
"227012A",5908,20,52,0,1,0
"2270205",5909,79,899,3,3,0
"2270207",5910,45,617,3,0,0
"2270208",5911,0,0,0,0,0
"2270209",5912,0,0,0,0,0
"2270304",5913,42,355,5,1,0
"2270404",5914,66,381,2,1,0
"2270405",5915,21,201,0,0,0
"2270408",5916,3,39,1,0,0
"2270409",5917,23,333,3,1,0
"227207C",5918,60,364,2,2,0
"227208C",5919,9,120,2,0,0
"2290001",5920,133,301,3,1,0
"2290002",5921,72,111,3,1,0
"2290004",5922,72,174,3,0,0
"229003N",5923,27,73,0,2,0
"229003S",5924,67,112,1,1,0
"2310101",5925,121,719,4,1,2
"2310102",5926,61,263,5,0,0
"2310103",5927,80,450,5,0,0
"2310104",5928,124,577,7,4,0
"2310105",5929,141,305,6,4,0
"2310106",5930,492,723,17,2,2
"2310107",5931,572,1352,27,6,5
"2310108",5932,343,587,18,0,1
"2310109",5933,144,761,5,2,0
"2310110",5934,111,392,4,1,0
"2310111",5935,132,336,8,0,0
"2310212",5936,84,285,5,0,0
"2310213",5937,86,632,3,1,0
"2310216",5938,249,1197,14,2,1
"2310217",5939,195,940,12,6,0
"2310318",5940,61,457,8,0,0
"2310319",5941,181,1110,14,2,1
"2310320",5942,280,1258,7,3,1
"2310321",5943,163,810,7,2,0
"2310322",5944,102,585,5,0,0
"2310323",5945,315,1698,15,3,1
"2310324",5946,467,1410,31,1,3
"2310325",5947,452,1563,12,0,2
"2310426",5948,73,264,6,1,0
"2310427",5949,767,842,27,6,2
"2310428",5950,484,760,31,3,0
"2310429",5951,72,242,4,0,0
"2310430",5952,137,266,6,0,1
"2310431",5953,101,259,3,0,0
"2310432",5954,172,994,9,3,0
"2310433",5955,741,366,15,8,0
"2310434",5956,147,843,12,1,0
"231214A",5957,275,1485,17,5,0
"231214B",5958,136,696,6,0,0
"231215A",5959,606,2675,42,4,1
"231215B",5960,239,1061,17,0,0
"2330011",5961,123,1080,18,0,3
"2330014",5962,147,1105,15,0,3
"2330021",5963,199,2128,29,4,3
"2330023",5964,46,398,4,0,0
"2330031",5965,105,1102,11,0,1
"2330033",5966,108,765,19,1,1
"2330041",5967,5,49,0,0,0
"2330042",5968,232,1054,19,5,3
"2350100",5969,32,177,3,1,0
"2350200",5970,33,193,1,1,0
"2350300",5971,20,147,0,0,0
"2350400",5972,35,246,4,0,0
"2370001",5973,71,675,6,1,0
"2370002",5974,71,738,8,4,0
"2370003",5975,17,140,1,0,0
"2370004",5976,56,592,1,2,0
"2370005",5977,31,476,3,1,0
"2370006",5978,85,797,5,1,0
"2390001",5979,330,1094,15,5,3
"2390002",5980,189,1327,14,6,2
"2390003",5981,206,1073,9,8,2
"2390004",5982,36,208,1,1,0
"2390005",5983,56,384,1,1,0
"2390006",5984,87,310,3,1,0
"2390007",5985,16,80,0,1,1
"2390008",5986,45,326,3,0,2
"2390009",5987,68,429,7,0,1
"2410001",5988,9,29,0,0,0
"2410002",5989,44,488,1,0,0
"2410003",5990,119,688,4,0,1
"2410004",5991,64,458,2,0,2
"2410005",5992,13,102,0,0,0
"2410006",5993,238,513,5,1,1
"2410007",5994,198,254,5,0,0
"2410008",5995,276,324,4,1,1
"2410009",5996,125,1268,9,1,5
"2410010",5997,105,1126,6,0,0
"2410011",5998,34,268,1,1,1
"2410012",5999,63,351,4,0,1
"2410013",6000,75,295,2,0,0
"2410014",6001,288,1372,13,2,1
"2410015",6002,191,1696,10,1,2
"2410016",6003,9,189,0,0,0
"2410017",6004,51,961,12,0,1
"2410019",6005,302,1177,8,0,2
"2410020",6006,400,359,5,0,1
"2410021",6007,350,624,14,0,0
"2430001",6008,129,183,7,0,0
"2430002",6009,125,177,3,1,0
"2430003",6010,127,221,6,1,0
"2430004",6011,45,90,0,0,0
"2430005",6012,75,113,1,1,0
"2450001",6013,859,101,3,2,0
"2450002",6014,468,113,2,4,0
"2450003",6015,999,60,4,4,0
"2450004",6016,437,660,12,1,0
"2450005",6017,562,462,11,1,0
"2450006",6018,494,224,6,0,0
"2450007",6019,530,342,10,2,1
"2450008",6020,333,32,2,0,0
"2450009",6021,456,2347,27,4,0
"2450010",6022,268,66,2,1,0
"2450011",6023,167,39,1,2,0
"2450012",6024,257,16,0,1,0
"2450013",6025,196,11,0,0,0
"2450014",6026,704,60,3,2,0
"2450015",6027,592,105,6,3,0
"2450016",6028,188,39,1,0,0
"2450017",6029,1048,731,11,3,0
"2450018",6030,986,32,6,2,0
"2450019",6031,738,77,2,2,0
"2450020",6032,541,65,5,1,0
"2450021",6033,64,103,0,1,0
"2450022",6034,1032,649,14,3,0
"2450023",6035,1099,370,10,1,0
"2450024",6036,80,299,7,0,0
"2450025",6037,362,1277,13,3,0
"2450026",6038,827,1142,27,3,0
"2450027",6039,492,402,12,1,0
"2450028",6040,385,217,4,3,0
"2450029",6041,177,1323,15,0,0
"2450030",6042,90,770,6,1,0
"2450031",6043,112,820,8,0,0
"2450032",6044,39,164,1,1,0
"2450033",6045,467,994,19,2,1
"2450034",6046,1005,57,1,3,0
"2450035",6047,111,578,10,1,0
"2450036",6048,220,860,16,3,0
"2450037",6049,362,1366,38,2,1
"2450038",6050,244,1320,21,1,0
"2450039",6051,1049,47,4,2,0
"2450040",6052,354,1728,26,3,2
"2450041",6053,26,82,1,1,0
"2450042",6054,335,1371,21,0,1
"2450043",6055,356,1253,11,5,0
"2450044",6056,259,191,4,1,0
"2450045",6057,432,254,5,4,0
"2450046",6058,416,215,7,3,0
"2450047",6059,518,264,5,2,0
"2450048",6060,366,94,2,2,0
"2450049",6061,167,83,1,2,0
"2450050",6062,1035,275,2,3,1
"2450051",6063,181,34,2,0,0
"2450052",6064,258,14,1,0,0
"2450053",6065,687,71,3,1,0
"2450054",6066,270,12,4,2,0
"2450055",6067,207,10,0,0,0
"2450056",6068,465,1922,22,1,0
"2450057",6069,395,15,3,1,0
"2450058",6070,45,329,3,1,0
"2450059",6071,552,18,1,3,0
"2450060",6072,446,1705,34,8,0
"2450061",6073,410,668,7,2,0
"2450062",6074,695,1228,30,6,1
"2450063",6075,726,39,6,3,0
"2450064",6076,387,107,4,2,0
"2450065",6077,426,963,13,2,1
"2450066",6078,248,784,13,0,1
"2450067",6079,1134,156,7,1,0
"2450068",6080,767,853,27,3,1
"2450069",6081,552,1668,26,4,0
"2450070",6082,871,538,8,5,1
"2450071",6083,35,159,2,0,0
"2450072",6084,1675,1090,36,12,1
"2450073",6085,625,1142,36,5,0
"2450074",6086,299,1689,22,1,0
"2450075",6087,370,63,3,2,1
"2450076",6088,375,87,1,3,1
"2450077",6089,691,49,3,0,0
"2450078",6090,761,435,12,1,0
"2450079",6091,630,886,17,4,0
"2450080",6092,6,2,0,0,0
"2450081",6093,406,17,1,0,0
"2450082",6094,942,559,17,1,0
"2450083",6095,147,703,9,2,0
"2450084",6096,505,29,0,0,0
"2450085",6097,732,108,2,5,1
"2450086",6098,419,394,13,1,1
"2450087",6099,570,95,2,6,0
"2450088",6100,518,227,9,1,1
"2450089",6101,175,71,1,0,0
"2450090",6102,47,77,0,0,1
"2450091",6103,65,498,4,2,0
"2450092",6104,293,617,14,1,1
"2450093",6105,316,89,4,0,0
"2450094",6106,512,1034,16,2,0
"2450095",6107,147,252,3,1,0
"2450096",6108,206,53,3,1,0
"2450097",6109,115,27,3,2,0
"2450098",6110,132,275,4,1,0
"2450099",6111,304,105,7,2,0
"2450100",6112,972,1220,13,6,0
"2450101",6113,9,13,0,0,0
"2450102",6114,0,1,0,0,0
"2450103",6115,40,172,1,0,0
"2450104",6116,8,48,0,0,0
"2470001",6117,318,219,0,0,0
"2470002",6118,315,211,1,1,0
"2470003",6119,267,206,0,1,0
"2470004",6120,290,193,3,0,0
"2470005",6121,7,4,0,0,0
"2490001",6122,135,86,2,1,0
"2490002",6123,85,264,6,2,0
"2490003",6124,166,666,4,2,1
"2490004",6125,321,406,1,0,1
"2490005",6126,80,65,1,0,0
"2490006",6127,303,254,2,1,1
"2490007",6128,635,898,7,3,4
"2490008",6129,489,1529,15,4,2
"2490009",6130,179,163,1,0,0
"2490010",6131,635,391,5,1,1
"2490011",6132,243,234,2,1,2
"2490012",6133,585,506,4,2,0
"2490013",6134,149,80,2,1,0
"2490014",6135,45,84,0,0,0
"2490015",6136,424,455,4,2,0
"2490016",6137,274,146,2,1,0
"2490017",6138,464,413,5,4,0
"2490018",6139,107,127,2,0,0
"2490019",6140,42,165,0,1,0
"2490020",6141,254,115,1,1,1
"2490022",6142,504,406,3,1,0
"2510001",6143,44,258,1,1,0
"2510002",6144,415,1596,25,2,0
"2510003",6145,395,1205,14,3,0
"2510004",6146,660,1783,40,4,1
"2510005",6147,449,1482,21,3,2
"2510006",6148,70,338,4,1,0
"2510007",6149,467,1548,16,4,1
"2510008",6150,834,1230,27,10,2
"2510009",6151,106,690,2,0,0
"2510010",6152,367,1157,33,3,1
"2510011",6153,555,2223,25,3,1
"2510012A",6154,420,1737,23,5,0
"2510012B",6155,169,558,8,0,0
"2510013",6156,335,1291,17,6,0
"2510014",6157,42,309,1,2,0
"2510015",6158,195,937,19,3,0
"2510016",6159,79,327,4,0,0
"2510017",6160,556,1553,27,5,0
"2510018",6161,651,1911,28,6,0
"2510019",6162,702,2381,31,6,0
"2510020",6163,318,549,13,4,0
"2510021",6164,189,994,4,3,0
"2510022",6165,688,1671,32,5,0
"2510023",6166,251,1520,14,2,0
"2510024",6167,413,1620,22,1,0
"2510025",6168,229,724,13,3,0
"2510026",6169,159,1014,8,0,0
"2510027",6170,230,1551,17,2,0
"2510028",6171,272,1166,14,3,0
"2510029",6172,166,754,10,4,0
"2510030",6173,237,1574,16,5,0
"2510031",6174,186,869,7,4,0
"2510032",6175,517,1862,18,7,0
"2510033",6176,386,1632,30,4,0
"2510034",6177,411,1150,20,1,0
"2510035",6178,631,2416,24,4,0
"2510036",6179,195,438,8,1,0
"2510037",6180,262,885,13,4,0
"2510038",6181,134,513,10,2,1
"2510039",6182,418,1256,18,3,1
"2510040",6183,522,1410,27,3,1
"2510041",6184,743,2471,30,4,3
"2510042",6185,731,1089,23,2,0
"2510043",6186,665,986,14,4,0
"2530001",6187,267,1048,11,4,3
"2530002",6188,296,1356,14,6,3
"2530003",6189,185,1733,22,5,0
"2530004",6190,251,1523,16,4,0
"2550001",6191,265,665,3,4,1
"2550002",6192,15,117,0,0,0
"2550003",6193,5,108,1,1,0
"2550004",6194,207,506,10,2,1
"2550005",6195,134,347,0,1,0
"2550006",6196,7,203,1,2,0
"2550007",6197,59,451,3,1,0
"2550008",6198,25,116,0,1,0
"2550009",6199,18,133,0,0,2
"2550010",6200,19,228,1,0,0
"2550011",6201,123,382,4,1,0
"2550012",6202,79,304,2,1,0
"2550013",6203,2,28,0,0,0
"2550014",6204,253,331,4,1,0
"2550015",6205,23,49,1,2,0
"2570001",6206,687,1301,14,2,0
"2570002",6207,198,772,4,4,0
"2570003",6208,676,1351,22,7,0
"2570004",6209,401,1157,14,3,0
"2570005",6210,879,367,7,6,0
"2570006",6211,246,1245,16,4,0
"2570007",6212,982,1050,21,8,0
"2570008",6213,483,797,17,3,0
"2570009",6214,280,1015,11,4,0
"2570010",6215,260,1543,11,0,0
"2570011",6216,434,1004,24,3,0
"2570012",6217,219,1157,9,3,0
"2570013",6218,1060,1209,24,6,0
"2570014",6219,996,1128,27,5,0
"2570015",6220,281,1595,13,5,0
"2570016",6221,300,1755,12,2,0
"2570017",6222,219,1136,8,3,0
"2570018",6223,326,1454,17,6,0
"2570019",6224,500,1140,17,6,0
"2570020",6225,245,807,14,5,0
"2570021",6226,292,1354,14,4,0
"2570022",6227,139,757,8,1,0
"2570023",6228,306,706,10,5,0
"2570024",6229,268,704,3,2,0
"2570025",6230,213,375,8,0,0
"2570026",6231,662,231,9,4,0
"2570027",6232,786,1493,27,8,0
"2570028",6233,225,854,6,3,0
"2570029",6234,1003,727,18,3,0
"2570030",6235,279,1067,5,4,0
"2570031",6236,303,577,12,3,0
"2570032",6237,613,1240,17,3,0
"2570033",6238,176,201,4,2,0
"2570034",6239,492,1420,19,4,0
"2570035",6240,1334,1424,24,10,0
"2570036",6241,808,906,22,2,0
"2570037",6242,834,605,20,3,0
"2591010",6243,525,1260,24,2,2
"2591030",6244,55,176,4,0,0
"2591050",6245,493,1635,25,4,9
"2591110",6246,434,1433,19,4,5
"2592020",6247,335,1614,19,1,9
"2592060",6248,378,1211,18,2,3
"2592080",6249,391,1281,20,3,3
"2592120",6250,407,1291,17,4,7
"2593010",6251,410,1313,18,1,6
"2593030",6252,359,1535,21,3,4
"2593040",6253,182,587,10,2,5
"2593050",6254,409,1285,23,5,7
"2593060",6255,108,501,3,0,0
"2594050",6256,520,1507,20,5,5
"2594070",6257,276,1005,17,2,3
"2594090",6258,228,751,9,3,3
"2594100",6259,510,1698,22,5,7
"2610001",6260,14,28,0,0,0
"2610002",6261,17,32,1,1,0
"2610003",6262,16,24,0,0,0
"2610004",6263,2,31,0,0,0
"2610005",6264,5,3,0,0,0
"2610006",6265,11,9,0,0,0
"2630101",6266,13,133,0,2,0
"2630201",6267,4,26,0,0,0
"2630202",6268,6,70,0,0,0
"2630301",6269,5,61,0,0,0
"2630302",6270,1,33,1,0,0
"2630401",6271,18,85,0,1,0
"2650101",6272,468,1760,25,4,0
"2650107",6273,149,667,11,2,0
"2650109",6274,251,1014,10,1,1
"2650113",6275,293,790,15,3,0
"2650118",6276,115,231,5,0,0
"2650119",6277,499,1103,16,2,0
"2650202",6278,274,1312,13,2,0
"2650211",6279,226,515,12,1,0
"2650215",6280,508,1816,21,5,0
"2650220",6281,477,1644,16,4,1
"2650303",6282,264,882,13,2,1
"2650308",6283,167,509,4,0,0
"2650312",6284,733,1682,30,3,2
"2650314",6285,579,998,24,8,2
"2650404",6286,106,725,7,3,0
"2650405",6287,338,1035,8,0,1
"2650406",6288,485,1866,18,6,0
"2650410",6289,20,229,3,0,0
"2650416",6290,248,1054,12,4,0
"2650417",6291,324,1047,20,1,0
"2670001",6292,86,474,1,0,0
"2670002",6293,43,256,3,0,0
"2670003",6294,23,183,2,2,0
"2670004",6295,32,272,3,0,0
"2670006",6296,23,224,1,0,0
"2670007",6297,26,256,2,1,0
"2670009",6298,51,322,5,1,0
"2690001",6299,1,46,0,0,0
"2690002",6300,0,25,0,0,0
"2690003",6301,2,41,0,0,0
"2690004",6302,5,39,0,0,0
"2710001",6303,100,299,3,0,0
"2710002",6304,113,260,3,1,0
"2710003",6305,135,222,3,0,0
"2710004",6306,98,363,2,1,1
"2730011",6307,237,185,3,2,1
"2730012",6308,486,843,15,3,3
"2730013",6309,219,155,0,0,0
"2730014",6310,454,441,7,3,1
"2730021",6311,410,571,11,3,4
"2730022",6312,221,207,5,3,1
"2730023",6313,136,134,2,1,0
"2730024",6314,404,337,10,3,1
"2730031",6315,541,565,16,3,1
"2730032",6316,199,191,3,0,0
"2730033",6317,98,106,2,1,0
"2730034",6318,228,490,4,1,0
"2730035",6319,268,429,2,2,1
"2730041",6320,387,275,5,0,1
"2730042",6321,368,209,6,1,1
"2730043",6322,559,286,3,2,0
"2730044",6323,166,151,3,1,0
"2750101",6324,75,314,4,2,0
"2750201",6325,20,109,0,0,0
"2750202",6326,35,180,0,0,0
"2750301",6327,59,258,2,2,0
"2750302",6328,7,27,0,0,0
"2750401",6329,69,292,1,0,0
"277001C",6330,29,245,1,0,2
"277001E",6331,72,485,6,1,0
"277001F",6332,86,883,6,0,1
"277001H",6333,42,422,1,0,0
"277001I",6334,24,229,2,0,0
"277002D",6335,82,370,2,1,0
"277002E",6336,58,371,5,0,1
"277002F",6337,18,139,0,0,0
"277002G",6338,76,424,3,1,0
"277003D",6339,58,529,2,0,0
"277003E",6340,71,845,6,0,0
"277003F",6341,49,388,3,0,0
"277003G",6342,51,360,6,0,1
"277003I",6343,116,834,8,4,1
"277004B",6344,129,909,12,1,2
"277004D",6345,66,928,7,0,0
"277004E",6346,118,958,10,0,0
"277004F",6347,177,1098,7,4,1
"277004GA",6348,106,623,6,0,0
"277004GB",6349,12,73,1,0,0
"2771A3B",6350,675,1895,24,2,4
"2771A5A",6351,168,220,1,1,1
"2772A1A",6352,408,195,6,1,0
"2772C3A",6353,878,1005,16,6,2
"2773C7G",6354,441,957,19,2,4
"2773H3C",6355,173,394,2,1,0
"2774A6E",6356,237,919,7,2,4
